iter	Logloss
192	0.377626552
193	0.3772723825
194	0.3769309106
195	0.3763749642
196	0.3760094911
197	0.3756015676
198	0.3754959009
199	0.3752959747
200	0.3749847294
201	0.3745421222
202	0.3744381711
203	0.3742000888
204	0.3738881132
205	0.3734593015
206	0.3731313526
207	0.3728964873
208	0.3724278222
209	0.3719496757
210	0.371619166
211	0.3714337932
212	0.3711259873
213	0.3707472739
214	0.3705236725
215	0.3702316625
216	0.3700116866
217	0.3698515248
218	0.3695185357
219	0.369201668
220	0.3689077302
221	0.368578947
222	0.3682264942
223	0.3679949759
224	0.3678203315
225	0.3676258499
226	0.367244143
227	0.3669447906
228	0.3667896201
229	0.3665647345
230	0.3661272938
231	0.365922868
232	0.3657664072
233	0.3654995508
234	0.3653136161
235	0.3651608186
236	0.3649443501
237	0.3646216624
238	0.3642392895
239	0.3639692731
240	0.3639178668
241	0.363599818
242	0.3635783154
243	0.3632954734
244	0.3630941194
245	0.3629237957
246	0.362781886
247	0.3626255576
248	0.3624501024
249	0.3621542938
250	0.3618541902
251	0.3616274049
252	0.3614170829
253	0.3611462072
254	0.3609284122
255	0.360583004
256	0.360341658
257	0.3601252658
258	0.359924436
259	0.3596386233
260	0.3593783486
261	0.3589403461
262	0.3587313402
263	0.3586417243
264	0.3585690253
265	0.3583741911
266	0.3581935555
267	0.3579822835
268	0.3576860291
269	0.3575339866
270	0.357180448
271	0.3569561673
272	0.3568976848
273	0.3567387291
274	0.3566136305
275	0.3564635829
276	0.356220114
277	0.3560798917
278	0.3557983511
279	0.3555361727
280	0.3553716885
281	0.3552527703
282	0.355021562
283	0.3549020074
284	0.3548144803
285	0.3547117015
286	0.3545057555
287	0.3543655516
288	0.354086866
289	0.3539595132
290	0.3537546326
291	0.353532693
292	0.3532720753
293	0.3529897777
294	0.3528146378
295	0.3526064426
296	0.3524518142
297	0.3522072332
298	0.3520039899
299	0.351850484
300	0.3515982793
301	0.3513909372
302	0.3510883176
303	0.3508068859
304	0.3506784576
305	0.3505251086
306	0.3503792349
307	0.3502166198
308	0.3499757193
309	0.3497792004
310	0.3494817607
311	0.3494101828
312	0.349187341
313	0.348903803
314	0.3488128151
315	0.3486354696
316	0.3484429196
317	0.348327944
318	0.34826495
319	0.3481313707
320	0.3478593966
321	0.3476560697
322	0.3475248462
323	0.3472204054
324	0.3469997344
325	0.3468159375
326	0.3465144379
327	0.3463183015
328	0.3461886539
329	0.3460921111
330	0.3460058862
331	0.3457931327
332	0.3454264391
333	0.3452100483
334	0.3450853023
335	0.3448136738
336	0.344642994
337	0.3445821435
338	0.3443660814
339	0.3442884992
340	0.3440588663
341	0.3438061043
342	0.3435940166
343	0.3434836706
344	0.3433331864
345	0.3430828212
346	0.3429346694
347	0.3427321166
348	0.3425140281
349	0.3422956507
350	0.3420797555
351	0.3418312332
352	0.3417730599
353	0.341591065
354	0.3414442156
355	0.341346877
356	0.3411715697
357	0.3409831102
358	0.3408451675
359	0.3406049783
360	0.3404947444
361	0.3402670958
362	0.3401653654
363	0.340038531
364	0.3398633781
365	0.3397523265
366	0.3395852324
367	0.3393541897
368	0.3390331441
369	0.3388568916
370	0.3386286551
371	0.3384931051
372	0.3383493765
373	0.3381223051
374	0.3379618133
375	0.3378268486
376	0.3376879815
377	0.3376569845
378	0.3375318131
379	0.3373014011
380	0.3371853934
381	0.3371021157
382	0.3369639856
383	0.3367566492
384	0.3367384
385	0.3365702059
386	0.3363739454
387	0.3361923388
388	0.3360397888
389	0.3358088838
390	0.3356947121
391	0.3354989351
392	0.3353987597
393	0.335219659
394	0.33502389
395	0.334963817
396	0.334740909
397	0.3345880046
398	0.3343879877
399	0.334316359
400	0.3341641304
401	0.3340235135
402	0.3339660762
403	0.3337174243
404	0.3335312624
405	0.3334467041
406	0.3332583515
407	0.3330064628
408	0.3328529992
409	0.3326922097
410	0.3326393523
411	0.3323952537
412	0.3323551644
413	0.3322249
414	0.3321728529
415	0.3320068344
416	0.3317796829
417	0.3316700204
418	0.3313020733
419	0.3312839358
420	0.3311800477
421	0.3310984839
422	0.3308835871
423	0.330708863
424	0.3305079974
425	0.3304239573
426	0.3302575044
427	0.3300180132
428	0.3298531538
429	0.3296789187
430	0.3296229696
431	0.3295040375
432	0.3294919812
433	0.3294334756
434	0.3293025814
435	0.3291354936
436	0.3290765275
437	0.328963471
438	0.3287577538
439	0.3286922768
440	0.3286376978
441	0.3284975087
442	0.3283764839
443	0.3282513285
444	0.3281360031
445	0.3281180774
446	0.3280167598
447	0.327914475
448	0.3276718674
449	0.3275308564
450	0.3274085498
451	0.3272806076
452	0.3271568777
453	0.3270278062
454	0.3270022609
455	0.3269205993
456	0.3267456554
457	0.3267445191
458	0.326374798
459	0.3261961073
460	0.3260754638
461	0.3259801688
462	0.3259162664
463	0.3257912888
464	0.3257194583
465	0.3256467136
466	0.3255468181
467	0.3253521932
468	0.3251800409
469	0.3250691492
470	0.3249842763
471	0.3247858281
472	0.3247408716
473	0.3244746957
474	0.3244487965
475	0.3243776792
476	0.32415508
477	0.3240731982
478	0.3239596517
479	0.3238313363
480	0.3237402971
481	0.3235702498
482	0.323469218
483	0.3233856344
484	0.3233270359
485	0.3232395502
486	0.3230677075
487	0.322920482
488	0.3226315126
489	0.3224642554
490	0.3223662528
491	0.3222737866
492	0.3221295719
493	0.322018157
494	0.3219453978
495	0.3217609888
496	0.3215856691
497	0.3214714183
498	0.3214153478
499	0.3213599002
500	0.3212992295
501	0.321188417
502	0.3211096945
503	0.3209313377
504	0.320791082
505	0.3206988613
506	0.3205889616
507	0.3204123431
508	0.3202991569
509	0.3202327804
510	0.3200867078
511	0.3199566284
512	0.3198645314
513	0.3196515986
514	0.3195285045
515	0.3194454931
516	0.3193822318
517	0.3192098226
518	0.3191135317
519	0.3189962563
520	0.3189105296
521	0.31880316
522	0.3187137339
523	0.3186375023
524	0.3185230193
525	0.3183973018
526	0.3182182285
527	0.3180705904
528	0.3180182218
529	0.3179292269
530	0.3178242097
531	0.3177057821
532	0.3175997642
533	0.3175244718
534	0.3174598057
535	0.3174281817
536	0.3172816961
537	0.3170653104
538	0.3169651978
539	0.3168656889
540	0.3168556621
541	0.3166427079
542	0.3164447777
543	0.3163415194
544	0.3162640244
545	0.3161079263
546	0.3160405773
547	0.3158338684
548	0.3156467751
549	0.3155530373
550	0.3153351894
551	0.3152349387
552	0.3151219064
553	0.3150248467
554	0.3149149795
555	0.3147430366
556	0.3147336555
557	0.3146475671
558	0.3145800086
559	0.3143914391
560	0.3142558373
561	0.314067723
562	0.3139299062
563	0.3137780232
564	0.3136687278
565	0.3134530282
566	0.3133825481
567	0.3133071736
568	0.3132784261
569	0.3132534088
570	0.3130810044
571	0.3128926875
572	0.3127553954
573	0.3127475052
574	0.3126772643
575	0.3125874943
576	0.3125051597
577	0.3122650069
578	0.3121132861
579	0.3120673689
580	0.3119637
581	0.3117767483
582	0.3117642069
583	0.3116372827
584	0.3115923468
585	0.311487022
586	0.3113673253
587	0.3112943246
588	0.3111856443
589	0.3109818796
590	0.3109249753
591	0.3106763556
592	0.3105663851
593	0.310418883
594	0.3103978338
595	0.3102797165
596	0.3102089728
597	0.3100522528
598	0.3099227894
599	0.3099124729
600	0.309879255
601	0.3097535648
602	0.309667407
603	0.3096267743
604	0.3095412781
605	0.3093659116
606	0.309271425
607	0.3091556398
608	0.3089607746
609	0.3088137862
610	0.308780516
611	0.3086533648
612	0.3085794975
613	0.3084738995
614	0.3082990282
615	0.3082389396
616	0.3082233311
617	0.3081696504
618	0.3080615133
619	0.3079764475
620	0.3078029355
621	0.3077028352
622	0.3076596281
623	0.307519082
624	0.3073703819
625	0.3072834097
626	0.3071477552
627	0.3070743492
628	0.30705256
629	0.3068680816
630	0.3067713763
631	0.306724603
632	0.306595213
633	0.3064436668
634	0.3063401748
635	0.3062686051
636	0.306097624
637	0.3060190145
638	0.3058282001
639	0.3057386716
640	0.3055722031
641	0.3054579801
642	0.3053934392
643	0.3052365111
644	0.3051700196
645	0.3050490758
646	0.3048170843
647	0.304789489
648	0.3046666652
649	0.3045789392
650	0.304537445
651	0.3043296252
652	0.3042249609
653	0.3041218674
654	0.3038491439
655	0.3038307264
656	0.3036465339
657	0.3035398733
658	0.3034311919
659	0.3032696965
660	0.3031820113
661	0.3031747097
662	0.3030324172
663	0.3029943252
664	0.3028084826
665	0.302661708
666	0.3025288204
667	0.302339934
668	0.302266182
669	0.3022127452
670	0.3021369187
671	0.3019552542
672	0.3018935401
673	0.3017962708
674	0.3017027503
675	0.3017024098
676	0.3015488892
677	0.3015428807
678	0.3015025664
679	0.3013874367
680	0.3013412746
681	0.3012053056
682	0.3010988496
683	0.3009224417
684	0.3006884928
685	0.3006421503
686	0.3005312325
687	0.3004664631
688	0.3003580714
689	0.3001409164
690	0.3000487663
691	0.2998699396
692	0.2997854416
693	0.299599539
694	0.2995535955
695	0.2994553987
696	0.2993033846
697	0.2990966847
698	0.2989955139
699	0.2988496019
700	0.2986872338
701	0.2986168997
702	0.2985164381
703	0.2984332876
704	0.2983735928
705	0.2982349515
706	0.2981755001
707	0.298083869
708	0.297845976
709	0.2977521974
710	0.2976385571
711	0.2975092073
712	0.2974416169
713	0.297335908
714	0.2972561689
715	0.2970411129
716	0.2968751403
717	0.2967339311
718	0.2967060388
719	0.2965606023
720	0.2963091836
721	0.296160285
722	0.295996346
723	0.2959386086
724	0.295844421
725	0.2956692623
726	0.2955533834
727	0.2954887143
728	0.2954309298
729	0.2952802531
730	0.2952217011
731	0.2950693828
732	0.2949857469
733	0.2948028503
734	0.2947409
735	0.294645026
736	0.2944364537
737	0.2944035544
738	0.2942284107
739	0.2941020301
740	0.2939789438
741	0.293919953
742	0.2938229872
743	0.2937024585
744	0.2935892459
745	0.2934839842
746	0.2933747588
747	0.2932982643
748	0.293236109
749	0.2929893817
750	0.2928925779
751	0.2926265323
752	0.2925445587
753	0.2924080124
754	0.2922859975
755	0.2921854202
756	0.2920638415
757	0.2918709233
758	0.2918218193
759	0.2915875424
760	0.2914551919
761	0.2914413603
762	0.2913722431
763	0.291326493
764	0.2912992713
765	0.2912063683
766	0.2911498145
767	0.2910292716
768	0.2908954533
769	0.2907989737
770	0.2906468356
771	0.290626069
772	0.2905864282
773	0.2904755558
774	0.2903380735
775	0.2903130558
776	0.2902691959
777	0.2901189699
778	0.2898995098
779	0.2897853288
780	0.2896684696
781	0.2895757181
782	0.2894891272
783	0.2893250378
784	0.2891185119
785	0.2890994282
786	0.289008345
787	0.2888599685
788	0.2887387291
789	0.2887269461
790	0.2886322898
791	0.288562829
792	0.2884686535
793	0.2883297099
794	0.2882329489
795	0.2881991866
796	0.2881283617
797	0.2880084467
798	0.2878240995
799	0.2877790514
800	0.2875840696
801	0.2874520878
802	0.2874002403
803	0.2873355059
804	0.2870291457
805	0.2869503505
806	0.2868235405
807	0.2867818039
808	0.2866819722
809	0.2864738089
810	0.2863650105
811	0.2863257276
812	0.2862586326
813	0.2861724704
814	0.2860848702
815	0.2858688052
816	0.2856945648
817	0.2856080529
818	0.2855092915
819	0.2853569837
820	0.2852599056
821	0.2851356951
822	0.2850863472
823	0.2850248203
824	0.28480584
825	0.2846988565
826	0.2845433793
827	0.2844065273
828	0.2843695675
829	0.2843291913
830	0.2842597704
831	0.284211414
832	0.2840489223
833	0.283974282
834	0.2839332494
835	0.2837170825
836	0.2836099922
837	0.2834458757
838	0.2833317873
839	0.28330285
840	0.2832588424
841	0.283010752
842	0.2829518962
843	0.2828380813
844	0.2826302593
845	0.2824528615
846	0.2823430892
847	0.2821296913
848	0.282075497
849	0.2820323484
850	0.2819611591
851	0.2818298959
852	0.2817133925
853	0.2815743647
854	0.2815034616
855	0.2811963059
856	0.2811327401
857	0.2810300418
858	0.2807405969
859	0.280556965
860	0.2804730214
861	0.2804397037
862	0.280393475
863	0.2801383813
864	0.2800587502
865	0.2798094583
866	0.2796690599
867	0.2796334907
868	0.2794670076
869	0.2793304079
870	0.2792969468
871	0.279274091
872	0.2792215687
873	0.2791540427
874	0.2788952365
875	0.2786473126
876	0.2784582351
877	0.2784315811
878	0.2782632123
879	0.278208442
880	0.2780113208
881	0.2779099903
882	0.2777901862
883	0.277699571
884	0.2775496917
885	0.2774553935
886	0.2773438649
887	0.2772160016
888	0.2770660341
889	0.2768882891
890	0.2768508675
891	0.2767634252
892	0.2766453707
893	0.2765460197
894	0.2762869063
895	0.2762205913
896	0.2760420095
897	0.2758823475
898	0.2758791783
899	0.2757624093
900	0.2756676603
901	0.2754217991
902	0.2753809394
903	0.2753009597
904	0.2752473574
905	0.2750680865
906	0.274884254
907	0.2747852065
908	0.274553475
909	0.2744999526
910	0.2744585906
911	0.2743855421
912	0.2742712522
913	0.2742459168
914	0.2742232438
915	0.2740934222
916	0.2739360855
917	0.2736774094
918	0.2735459477
919	0.2734792756
920	0.2733045501
921	0.2732159802
922	0.2731476119
923	0.2731034614
924	0.2730100546
925	0.2729462086
926	0.2727828984
927	0.2727207576
928	0.2726091129
929	0.2723819557
930	0.2723231325
931	0.2721287238
932	0.2720222469
933	0.2719140152
934	0.2717823676
935	0.2715150907
936	0.2712506043
937	0.2711312655
938	0.2709890274
939	0.2709522725
940	0.2708276404
941	0.2706110531
942	0.2703884347
943	0.2703646574
944	0.2701096394
945	0.2699478949
946	0.2697160729
947	0.2694527205
948	0.2692162295
949	0.268998922
950	0.2688081756
951	0.2687658927
952	0.2685480669
953	0.2683204925
954	0.2682213033
955	0.268204851
956	0.2681352414
957	0.268054583
958	0.2679614888
959	0.2679237668
960	0.2677086215
961	0.2675711638
962	0.267535103
963	0.267475431
964	0.2672558961
965	0.2671551239
966	0.2670568091
967	0.2668025281
968	0.2666329935
969	0.2664202361
970	0.26623616
971	0.2661691889
972	0.2659374326
973	0.265874839
974	0.2658536117
975	0.265812684
976	0.2656366906
977	0.2655289841
978	0.2654260556
979	0.2653250716
980	0.2652561004
981	0.2650310734
982	0.2649774636
983	0.2647777739
984	0.26470106
985	0.2644495824
986	0.2644145365
987	0.2642366371
988	0.2640443931
989	0.2639453029
990	0.2638034567
991	0.2635630933
992	0.2635063399
993	0.2634619059
994	0.263418386
995	0.2633413705
996	0.2632146507
997	0.263173197
998	0.2631226521
999	0.2630783161
